0,0,0,0,0.09,0,0.1238,0,0,0.049505,0.34483,0,0.16216,0,0,0,0,0,0.14507,0,0.081008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009832,0.00060072,0.0015152
0,0,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10027,0,0.25473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013178,0,0,0.0033155,0.0030036,0.0066919
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074754,0,0.022446,0,0,0.0025719,0.00080096,0.0013889
0.10132,0.032213,0.05098,0,0,0.056122,0.0082531,0.029703,0,0.061606,0.14943,0.075491,0.14234,0,0.058957,0.013,0,0.028603,0.1872,0,0.059406,0,0.034862,0.0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082098,0.0086136,0,0.0085596,0.038314,0.0042362,0.002621,0.0039047,0.056629
0.16079,0.02521,0.14314,0,0,0.12415,0.10041,0.09901,0.068441,0.019802,0,0.037229,0,0,0,0.055,0.05042,0.039604,0.11733,0.12101,0.19802,0,0.33578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011382,0,0.015395,0.055472,0,0.0020508,0.0029035,0.011048
0,0,0,0,0,0,0.14305,0,0,0,0,0.10755,0,0,0,0,0.14566,0,0.1952,0,0.18812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013911,0.025226,0,0.018936,0.010162,0.0030763,0.0021044,0.005807,0.009154
0,0.041317,0,0,0,0,0.081155,0,0,0.032453,0,0.061013,0,0,0,0,0,0.12981,0.0944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026354,0,0,0,0,0.006887,0.0065078,0.015657
0,0,0.090196,0,0.139,0,0.12792,0.083708,0,0,0.17625,0.096174,0,0,0,0.0695,0,0.050605,0.0496,0,0.041404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055222,0,0,0,0,0,0,0,0,0,0,0.015735,0,0,0,0,0.0034798,0.00040127,0.00070084,0.0046717
0,0,0.045098,0,0,0,0.031637,0,0,0.052255,0,0.048604,0,0.023,0,0.0115,0.13305,0,0.12693,0,0.17102,0,0,0.0376,0,0,0,0,0,0,0,0,0,0,0,0.029909,0.033382,0,0,0,0,0,0,0,0,0,0,0,0,0.012613,0,0.0060656,0,0.0012103,0.0036659,0.027934,0.032702
0,0,0,0,0,0.10204,0,0,0,0.066557,0,0,0,0,0,0.03,0,0,0.064533,0,0,0,0.11009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047206,0.053117,0.10145,0.0095449,0,0,0.0035379,0.0016019,0.011995
