8.8738,2.1697
13.086,2.2571
10.459,3.213
5.6513,8.0216
12.62,10.081
2.5308,7.359
6.8476,7.2665
6.2939,8.6033
14.323,3.6099
4.5811,9.0649
14.073,6.8282
2.7263,8.7164
10.424,3.8536
15.819,9.1438
11.063,6.4257
6.6128,5.778
15.15,10.667
6.6259,4.5517
4.4672,5.3895
15.011,9.7736
4.7145,6.2072
13.893,3.1576
10.327,2.4524
16.323,8.1041
11.409,7.479
0.83291,8.0931
3.1107,7.4806
15.474,3.2262
8.5583,4.1426
5.7859,8.4996
12.636,1.0477
4.0791,8.0369
3.7655,4.8959
14.216,11.511
1.8823,8.7255
13.309,7.7076
14.862,2.6416
12.926,9.0514
2.4818,6.5204
16.405,4.557
